::ffff:205.210.31.102 - - [05/May/2023:00:09:36 +0000] "GET / HTTP/1.0" 200 58146 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
::ffff:51.222.253.4 - - [05/May/2023:01:45:08 +0000] "GET /images/schools/harborbaykaratedomap.jpg HTTP/1.1" 200 37245 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.18 - - [05/May/2023:01:45:09 +0000] "GET /css/wadokikai.css HTTP/1.1" 200 4337 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.4 - - [05/May/2023:01:45:09 +0000] "GET /images/schools/alamedakaratedomap.jpg HTTP/1.1" 200 38311 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.1 - - [05/May/2023:01:45:10 +0000] "GET /images/schools/dcakaratedomap.jpg HTTP/1.1" 200 35262 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.7 - - [05/May/2023:01:45:10 +0000] "GET / HTTP/1.1" 200 58146 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.5 - - [05/May/2023:01:45:11 +0000] "GET /images/schools/orindakaratedomap.jpg HTTP/1.1" 200 34167 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.7 - - [05/May/2023:01:45:11 +0000] "GET /images/wkkpatch22_med.png HTTP/1.1" 200 32301 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.15 - - [05/May/2023:01:45:12 +0000] "GET /images/schools/manzanitakaratedomap.jpg HTTP/1.1" 200 55402 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.3 - - [05/May/2023:01:45:12 +0000] "GET /images/schools/earhartkaratedomap.jpg HTTP/1.1" 200 41366 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.3 - - [05/May/2023:01:45:13 +0000] "GET /js/common.js HTTP/1.1" 200 2255 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:43.155.118.219 - - [05/May/2023:01:53:29 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 160 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/mysql/scripts/setup.php HTTP/1.0" 404 162 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/MyAdmin/scripts/setup.php HTTP/1.0" 404 164 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/dbadmin/scripts/setup.php HTTP/1.0" 404 164 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2/scripts/setup.php HTTP/1.0" 404 169 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/sqlweb/scripts/setup.php HTTP/1.0" 404 163 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.10.0.2/scripts/setup.php HTTP/1.0" 404 176 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.10.2/scripts/setup.php HTTP/1.0" 404 174 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/phpma/scripts/setup.php HTTP/1.0" 404 162 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.10.3/scripts/setup.php HTTP/1.0" 404 174 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.8.0.2/scripts/setup.php HTTP/1.0" 404 175 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.11.3/scripts/setup.php HTTP/1.0" 404 174 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.11.4/scripts/setup.php HTTP/1.0" 404 174 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.11.0/scripts/setup.php HTTP/1.0" 404 174 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/admin/pma/scripts/setup.php HTTP/1.0" 404 166 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.11.1.2/scripts/setup.php HTTP/1.0" 404 176 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.5.5-pl1/scripts/setup.php HTTP/1.0" 404 177 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/admin/phpmyadmin/scripts/setup.txt HTTP/1.0" 404 173 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/websql/scripts/setup.php HTTP/1.0" 404 163 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/phpmanager/scripts/setup.php HTTP/1.0" 404 167 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/PHPMYADMIN/scripts/setup.php HTTP/1.0" 404 167 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/phpMyAdmin3/scripts/setup.php HTTP/1.0" 404 168 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/web/phpMyAdmin/scripts/setup.php HTTP/1.0" 404 171 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/sqlmanager/scripts/setup.php HTTP/1.0" 404 167 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.11.9.2/scripts/setup.php HTTP/1.0" 404 176 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/phpmyadmin/scripts/setup.php HTTP/1.0" 404 167 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.5.7-pl1/scripts/setup.php HTTP/1.0" 404 177 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/php/scripts/setup.php HTTP/1.0" 404 160 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/admin/scripts/setup.php HTTP/1.0" 404 162 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/SQL/scripts/setup.php HTTP/1.0" 404 160 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/phpMyAdmin/scripts/setup.php HTTP/1.0" 404 167 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/pma/scripts/setup.php HTTP/1.0" 404 160 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.11.7/scripts/setup.php HTTP/1.0" 404 174 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/mysqladmin/scripts/setup.php HTTP/1.0" 404 167 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/webadmin/scripts/setup.php HTTP/1.0" 404 165 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/_phpMyAdmin/scripts/setup.php HTTP/1.0" 404 168 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/phpMyAdmin2/scripts/setup.php HTTP/1.0" 404 168 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/mysqlmanager/scripts/setup.php HTTP/1.0" 404 169 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.5.4/scripts/setup.php HTTP/1.0" 404 173 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/phpmy-admin/scripts/setup.php HTTP/1.0" 404 168 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/mysql-admin/scripts/setup.php HTTP/1.0" 404 168 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/webdb/scripts/setup.php HTTP/1.0" 404 162 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/php-myadmin/scripts/setup.php HTTP/1.0" 404 168 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/db/scripts/setup.php HTTP/1.0" 404 159 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/myadmin/scripts/setup.php HTTP/1.0" 404 164 "-" "-"
::ffff:47.106.210.38 - - [05/May/2023:01:56:12 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.5.5/scripts/setup.php HTTP/1.0" 404 173 "-" "-"
::ffff:67.169.86.112 - - [05/May/2023:01:59:17 +0000] "GET / HTTP/1.1" 200 58146 "https://www.google.com/" "Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:67.169.86.112 - - [05/May/2023:01:59:17 +0000] "GET /css/wadokikai.css HTTP/1.1" 200 4337 "http://wadokikai.org/" "Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:67.169.86.112 - - [05/May/2023:01:59:17 +0000] "GET /js/common.js HTTP/1.1" 200 2255 "http://wadokikai.org/" "Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:67.169.86.112 - - [05/May/2023:01:59:17 +0000] "GET /images/wkkpatch22_med.png HTTP/1.1" 200 32301 "http://wadokikai.org/" "Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:67.169.86.112 - - [05/May/2023:01:59:17 +0000] "GET /images/schools/alamedakaratedomap.jpg HTTP/1.1" 200 38311 "http://wadokikai.org/" "Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:67.169.86.112 - - [05/May/2023:01:59:17 +0000] "GET /images/schools/corpuzkaratedomap.jpg HTTP/1.1" 200 36421 "http://wadokikai.org/" "Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:67.169.86.112 - - [05/May/2023:01:59:17 +0000] "GET /images/schools/dcakaratedomap.jpg HTTP/1.1" 200 35262 "http://wadokikai.org/" "Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:67.169.86.112 - - [05/May/2023:01:59:17 +0000] "GET /images/schools/harborbaykaratedomap.jpg HTTP/1.1" 200 37245 "http://wadokikai.org/" "Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:67.169.86.112 - - [05/May/2023:01:59:17 +0000] "GET /images/schools/nunleykaratedomap.jpg HTTP/1.1" 200 42667 "http://wadokikai.org/" "Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:67.169.86.112 - - [05/May/2023:01:59:17 +0000] "GET /images/schools/orindakaratedomap.jpg HTTP/1.1" 200 34167 "http://wadokikai.org/" "Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:67.169.86.112 - - [05/May/2023:01:59:17 +0000] "GET /images/schools/marinkaratedomap.jpg HTTP/1.1" 200 32400 "http://wadokikai.org/" "Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:67.169.86.112 - - [05/May/2023:01:59:17 +0000] "GET /images/promotions/AFSPrelimSchedule.pdf HTTP/1.1" 200 59642 "http://wadokikai.org/" "Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:67.169.86.112 - - [05/May/2023:01:59:18 +0000] "GET /images/schools/earhartkaratedomap.jpg HTTP/1.1" 200 41366 "http://wadokikai.org/" "Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:67.169.86.112 - - [05/May/2023:01:59:18 +0000] "GET /images/schools/martinezkaratedomap.jpg HTTP/1.1" 200 37724 "http://wadokikai.org/" "Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:67.169.86.112 - - [05/May/2023:01:59:18 +0000] "GET /images/schools/manzanitakaratedomap.jpg HTTP/1.1" 200 55402 "http://wadokikai.org/" "Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:67.169.86.112 - - [05/May/2023:01:59:18 +0000] "GET /images/dragon-trans.png HTTP/1.1" 200 85661 "http://wadokikai.org/" "Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:67.169.86.112 - - [05/May/2023:01:59:18 +0000] "GET /images/favicon.ico HTTP/1.1" 200 3638 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:67.169.86.112 - - [05/May/2023:01:59:21 +0000] "GET /images/tiger.bmp HTTP/1.1" 200 311274 "http://wadokikai.org/" "Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:67.169.86.112 - - [05/May/2023:01:59:25 +0000] "GET /images/wadokikai%20kanji.jpg HTTP/1.1" 200 35066 "http://wadokikai.org/" "Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0"
::ffff:95.214.27.131 - - [05/May/2023:02:10:39 +0000] "HEAD / HTTP/1.1" 200 58146 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
::ffff:95.214.27.131 - - [05/May/2023:02:10:40 +0000] "GET /info.php HTTP/1.1" 404 147 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
::ffff:95.214.27.131 - - [05/May/2023:02:10:41 +0000] "GET /phpinfo.php HTTP/1.1" 404 150 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
::ffff:95.214.27.131 - - [05/May/2023:02:10:42 +0000] "GET /_profiler/phpinfo HTTP/1.1" 404 156 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
::ffff:95.214.27.131 - - [05/May/2023:02:10:43 +0000] "GET /debug/default/view?panel=config HTTP/1.1" 404 157 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
::ffff:86.38.225.169 - - [05/May/2023:02:12:25 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:86.38.225.169 - - [05/May/2023:02:12:25 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:167.99.13.19 - - [05/May/2023:02:23:14 +0000] "GET /aaa9 HTTP/1.1" 404 143 "-" "Mozilla/5.0 zgrab/0.x"
::ffff:167.99.13.19 - - [05/May/2023:02:23:34 +0000] "GET /aab8 HTTP/1.1" 404 143 "-" "Mozilla/5.0 zgrab/0.x"
::ffff:167.99.13.19 - - [05/May/2023:02:23:49 +0000] "GET / HTTP/1.1" 200 58146 "-" "Mozilla/5.0 zgrab/0.x"
::ffff:135.125.218.67 - - [05/May/2023:02:32:05 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:135.125.218.67 - - [05/May/2023:02:32:05 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:175.44.42.161 - - [05/May/2023:02:33:01 +0000] "GET / HTTP/1.1" 200 58146 "http://www.britneyblog.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36"
::ffff:45.79.171.66 - - [05/May/2023:02:48:05 +0000] "GET /service.php?token=1819&action=11 HTTP/1.0" 404 150 "-" "-"
::ffff:45.79.171.66 - - [05/May/2023:02:48:08 +0000] "GET /service.php?token=1819&action=11 HTTP/1.0" 404 150 "-" "-"
::ffff:135.125.246.189 - - [05/May/2023:02:53:02 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:135.125.246.189 - - [05/May/2023:02:53:02 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:142.44.129.185 - - [05/May/2023:03:06:26 +0000] "HEAD / HTTP/1.1" 200 58146 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
::ffff:142.44.129.185 - - [05/May/2023:03:06:26 +0000] "HEAD /wordpress HTTP/1.1" 404 149 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
::ffff:142.44.129.185 - - [05/May/2023:03:06:26 +0000] "HEAD /Wordpress HTTP/1.1" 404 149 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
::ffff:142.44.129.185 - - [05/May/2023:03:06:26 +0000] "HEAD /WORDPRESS HTTP/1.1" 404 149 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
::ffff:142.44.129.185 - - [05/May/2023:03:06:26 +0000] "HEAD /WordPress HTTP/1.1" 404 149 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
::ffff:142.44.129.185 - - [05/May/2023:03:06:27 +0000] "HEAD /wp HTTP/1.1" 404 142 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
::ffff:142.44.129.185 - - [05/May/2023:03:06:27 +0000] "HEAD /Wp HTTP/1.1" 404 142 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
::ffff:142.44.129.185 - - [05/May/2023:03:06:27 +0000] "HEAD /WP HTTP/1.1" 404 142 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"
