::ffff:109.237.98.226 - - [19/Jun/2023:00:11:32 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:39 +0000] "GET /images/schools/marinkaratedomap.jpg HTTP/1.1" 200 32400 "https://www.wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:39 +0000] "GET /images/schools/earhartkaratedomap.jpg HTTP/1.1" 200 41366 "https://www.wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:39 +0000] "GET /images/schools/martinezkaratedomap.jpg HTTP/1.1" 200 37724 "https://www.wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:39 +0000] "GET /images/schools/manzanitakaratedomap.jpg HTTP/1.1" 200 55402 "https://www.wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:39 +0000] "GET /images/dragon-trans.png HTTP/1.1" 200 85661 "https://www.wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:39 +0000] "GET /images/favicon.ico HTTP/1.1" 200 3638 "https://www.wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:43 +0000] "GET /images/tiger.bmp HTTP/1.1" 200 311274 "https://www.wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:43 +0000] "GET /css/wadokikai.css HTTP/1.1" 304 - "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:43 +0000] "GET /images/wkkpatch22_med.png HTTP/1.1" 304 - "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:43 +0000] "GET /images/JohnArce.jpg HTTP/1.1" 200 13951 "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:43 +0000] "GET /images/tm.jpg HTTP/1.1" 200 25020 "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:43 +0000] "GET /images/books/MBS2.jpg HTTP/1.1" 200 15317 "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:43 +0000] "GET /images/books/MBS.gif HTTP/1.1" 200 13195 "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:43 +0000] "GET /images/books/ZenMeditation.jpg HTTP/1.1" 200 3760 "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:43 +0000] "GET /images/books/karatebook.jpg HTTP/1.1" 200 7644 "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:44 +0000] "GET /resources HTTP/1.1" 200 194907 "https://www.wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:44 +0000] "GET /images/books/KarateDoZen.jpg HTTP/1.1" 200 2677 "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:44 +0000] "GET /images/books/bookoffiverings.jpg HTTP/1.1" 200 2940 "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:44 +0000] "GET /images/books/shotokanSecrets.jpg HTTP/1.1" 200 4046 "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:44 +0000] "GET /images/books/dummies.jpg HTTP/1.1" 200 3631 "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:44 +0000] "GET /images/books/dojoWisdom.jpg HTTP/1.1" 200 2813 "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:44 +0000] "GET /images/books/saibook.jpg HTTP/1.1" 200 3043 "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:44 +0000] "GET /images/books/bobook.gif HTTP/1.1" 200 6919 "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:44 +0000] "GET /images/books/karatedo.jpg HTTP/1.1" 200 3442 "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:44 +0000] "GET /images/books/guide20.jpg HTTP/1.1" 200 1934 "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:44 +0000] "GET /images/books/emptyHand.jpg HTTP/1.1" 200 12021 "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:44 +0000] "GET /images/books/movingzen.jpg HTTP/1.1" 200 3578 "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:44 +0000] "GET /images/books/karatedojo.jpg HTTP/1.1" 200 3457 "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:44 +0000] "GET /js/common.js HTTP/1.1" 304 - "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:44 +0000] "GET /images/books/grappingmethod.jpg HTTP/1.1" 200 4025 "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:44 +0000] "GET /images/books/artofwar.jpg HTTP/1.1" 200 22573 "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:44 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:48 +0000] "GET /images/tiger.bmp HTTP/1.1" 206 1 "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:57:48 +0000] "GET /images/tiger.bmp HTTP/1.1" 206 162754 "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:209.107.184.86 - - [19/Jun/2023:01:58:16 +0000] "GET /images/tiger.bmp HTTP/1.1" 304 - "https://www.wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"
::ffff:71.6.232.20 - - [19/Jun/2023:02:04:11 +0000] "GET / HTTP/1.1" 200 57394 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
::ffff:45.128.232.181 - - [19/Jun/2023:02:13:34 +0000] "POST /boaform/admin/formLogin HTTP/1.1" 404 163 "http://34.212.47.6:80/admin/login.asp" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:71.0) Gecko/20100101 Firefox/71.0"
::ffff:45.79.171.66 - - [19/Jun/2023:02:21:50 +0000] "GET /service.php?token=1819&action=11 HTTP/1.0" 404 150 "-" "-"
::ffff:43.155.118.219 - - [19/Jun/2023:02:29:49 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 160 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
::ffff:135.125.246.110 - - [19/Jun/2023:02:32:15 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:135.125.246.110 - - [19/Jun/2023:02:32:15 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:3.144.197.181 - - [19/Jun/2023:02:37:17 +0000] "GET /.well-known/acme-challenge/Kmxu8fUaHsNg_GVzAzncuyMhtk9ysbD1aPWWKPKUygA HTTP/1.1" 404 209 "-" "Mozilla/5.0 (compatible; Let's Encrypt validation server; +https://www.letsencrypt.org)"
::ffff:34.209.238.136 - - [19/Jun/2023:02:37:17 +0000] "GET /.well-known/acme-challenge/Kmxu8fUaHsNg_GVzAzncuyMhtk9ysbD1aPWWKPKUygA HTTP/1.1" 404 209 "-" "Mozilla/5.0 (compatible; Let's Encrypt validation server; +https://www.letsencrypt.org)"
::ffff:23.178.112.102 - - [19/Jun/2023:02:37:17 +0000] "GET /.well-known/acme-challenge/Kmxu8fUaHsNg_GVzAzncuyMhtk9ysbD1aPWWKPKUygA HTTP/1.1" 404 209 "-" "Mozilla/5.0 (compatible; Let's Encrypt validation server; +https://www.letsencrypt.org)"
::ffff:3.144.197.181 - - [19/Jun/2023:02:37:21 +0000] "GET /.well-known/acme-challenge/ld0GijWk3KCLv8wvMxrHpfXqB9PuvtST2SsUCvPmDFA HTTP/1.1" 404 209 "-" "Mozilla/5.0 (compatible; Let's Encrypt validation server; +https://www.letsencrypt.org)"
::ffff:34.209.238.136 - - [19/Jun/2023:02:37:21 +0000] "GET /.well-known/acme-challenge/ld0GijWk3KCLv8wvMxrHpfXqB9PuvtST2SsUCvPmDFA HTTP/1.1" 404 209 "-" "Mozilla/5.0 (compatible; Let's Encrypt validation server; +https://www.letsencrypt.org)"
::ffff:23.178.112.102 - - [19/Jun/2023:02:37:21 +0000] "GET /.well-known/acme-challenge/ld0GijWk3KCLv8wvMxrHpfXqB9PuvtST2SsUCvPmDFA HTTP/1.1" 404 209 "-" "Mozilla/5.0 (compatible; Let's Encrypt validation server; +https://www.letsencrypt.org)"
::ffff:172.59.129.12 - - [19/Jun/2023:02:41:50 +0000] "GET / HTTP/1.1" 200 57394 "https://www.google.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1"
::ffff:172.59.129.12 - - [19/Jun/2023:02:41:51 +0000] "GET /js/common.js HTTP/1.1" 200 2255 "https://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1"
::ffff:172.59.129.12 - - [19/Jun/2023:02:41:51 +0000] "GET /images/schools/alamedakaratedomap.jpg HTTP/1.1" 200 38311 "https://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1"
::ffff:172.59.129.12 - - [19/Jun/2023:02:41:51 +0000] "GET /images/schools/dcakaratedomap.jpg HTTP/1.1" 200 35262 "https://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1"
::ffff:172.59.129.12 - - [19/Jun/2023:02:41:51 +0000] "GET /images/schools/marinkaratedomap.jpg HTTP/1.1" 200 32400 "https://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1"
::ffff:172.59.129.12 - - [19/Jun/2023:02:41:51 +0000] "GET /images/schools/corpuzkaratedomap.jpg HTTP/1.1" 200 36421 "https://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1"
::ffff:172.59.129.12 - - [19/Jun/2023:02:41:51 +0000] "GET /images/dragon-trans.png HTTP/1.1" 200 85661 "https://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1"
::ffff:172.59.129.12 - - [19/Jun/2023:02:41:55 +0000] "GET /images/tiger.bmp HTTP/1.1" 200 311274 "https://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1"
::ffff:172.59.129.12 - - [19/Jun/2023:02:41:58 +0000] "GET /images/wadokikai%20kanji.jpg HTTP/1.1" 200 35066 "https://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1"
::ffff:172.59.129.12 - - [19/Jun/2023:02:44:29 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "https://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1"
::ffff:172.59.129.12 - - [19/Jun/2023:02:44:33 +0000] "GET /images/tiger.bmp HTTP/1.1" 304 - "https://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1"
::ffff:66.249.66.87 - - [19/Jun/2023:02:56:22 +0000] "GET /robots.txt HTTP/1.1" 404 149 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
::ffff:66.249.66.68 - - [19/Jun/2023:02:56:22 +0000] "GET /robots.txt HTTP/1.1" 404 149 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
::ffff:66.249.66.86 - - [19/Jun/2023:02:56:22 +0000] "GET /ads.txt HTTP/1.1" 404 146 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
::ffff:66.249.66.68 - - [19/Jun/2023:02:56:22 +0000] "GET /ads.txt HTTP/1.1" 404 146 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
::ffff:45.79.171.66 - - [19/Jun/2023:03:05:57 +0000] "GET /service.php?token=1819&action=11 HTTP/1.0" 404 150 "-" "-"
::ffff:98.234.194.225 - - [19/Jun/2023:03:07:40 +0000] "GET /resources HTTP/1.1" 200 194907 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/114.0.5735.124 Mobile/15E148 Safari/604.1"
::ffff:98.234.194.225 - - [19/Jun/2023:03:07:40 +0000] "GET /images/wkkpatch22_med.png HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/114.0.5735.124 Mobile/15E148 Safari/604.1"
::ffff:98.234.194.225 - - [19/Jun/2023:03:07:40 +0000] "GET /images/books/shotokanSecrets.jpg HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/114.0.5735.124 Mobile/15E148 Safari/604.1"
