::ffff:103.220.29.82 - - [23/Mar/2023:00:00:54 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36"
::ffff:178.254.13.120 - - [23/Mar/2023:00:41:02 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.11.4/scripts/setup.php HTTP/1.0" 404 174 "-" "-"
::ffff:178.254.13.120 - - [23/Mar/2023:00:41:02 +0000] "GET http://34.212.47.6:80/webdb/scripts/setup.php HTTP/1.0" 404 162 "-" "-"
::ffff:178.254.13.120 - - [23/Mar/2023:00:41:02 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.5.5-pl1/scripts/setup.php HTTP/1.0" 404 177 "-" "-"
::ffff:178.254.13.120 - - [23/Mar/2023:00:41:02 +0000] "GET http://34.212.47.6:80/sqlmanager/scripts/setup.php HTTP/1.0" 404 167 "-" "-"
::ffff:178.254.13.120 - - [23/Mar/2023:00:41:02 +0000] "GET http://34.212.47.6:80/mysqlmanager/scripts/setup.php HTTP/1.0" 404 169 "-" "-"
::ffff:178.254.13.120 - - [23/Mar/2023:00:41:02 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.10.0.2/scripts/setup.php HTTP/1.0" 404 176 "-" "-"
::ffff:178.254.13.120 - - [23/Mar/2023:00:41:02 +0000] "GET http://34.212.47.6:80/dbadmin/scripts/setup.php HTTP/1.0" 404 164 "-" "-"
::ffff:178.254.13.120 - - [23/Mar/2023:00:41:02 +0000] "GET http://34.212.47.6:80/myadmin/scripts/setup.php HTTP/1.0" 404 164 "-" "-"
::ffff:178.254.13.120 - - [23/Mar/2023:00:41:02 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.11.3/scripts/setup.php HTTP/1.0" 404 174 "-" "-"
::ffff:178.254.13.120 - - [23/Mar/2023:00:41:02 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.8.0.2/scripts/setup.php HTTP/1.0" 404 175 "-" "-"
::ffff:178.254.13.120 - - [23/Mar/2023:00:41:02 +0000] "GET http://34.212.47.6:80/pma/scripts/setup.php HTTP/1.0" 404 160 "-" "-"
::ffff:178.254.13.120 - - [23/Mar/2023:00:41:02 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.10.2/scripts/setup.php HTTP/1.0" 404 174 "-" "-"
::ffff:178.254.13.120 - - [23/Mar/2023:00:41:02 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.5.7-pl1/scripts/setup.php HTTP/1.0" 404 177 "-" "-"
::ffff:178.254.13.120 - - [23/Mar/2023:00:41:03 +0000] "GET http://34.212.47.6:80/mysqladmin/scripts/setup.php HTTP/1.0" 404 167 "-" "-"
::ffff:178.254.13.120 - - [23/Mar/2023:00:41:03 +0000] "GET http://34.212.47.6:80/MyAdmin/scripts/setup.php HTTP/1.0" 404 164 "-" "-"
::ffff:178.254.13.120 - - [23/Mar/2023:00:41:03 +0000] "GET http://34.212.47.6:80/_phpMyAdmin/scripts/setup.php HTTP/1.0" 404 168 "-" "-"
::ffff:178.254.13.120 - - [23/Mar/2023:00:41:03 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.11.1.2/scripts/setup.php HTTP/1.0" 404 176 "-" "-"
::ffff:178.254.13.120 - - [23/Mar/2023:00:41:03 +0000] "GET http://34.212.47.6:80/mysql-admin/scripts/setup.php HTTP/1.0" 404 168 "-" "-"
::ffff:178.254.13.120 - - [23/Mar/2023:00:41:03 +0000] "GET http://34.212.47.6:80/sqlweb/scripts/setup.php HTTP/1.0" 404 163 "-" "-"
::ffff:178.254.13.120 - - [23/Mar/2023:00:41:03 +0000] "GET http://34.212.47.6:80/mysql/scripts/setup.php HTTP/1.0" 404 162 "-" "-"
::ffff:178.254.13.120 - - [23/Mar/2023:00:41:03 +0000] "GET http://34.212.47.6:80/phpmy-admin/scripts/setup.php HTTP/1.0" 404 168 "-" "-"
::ffff:178.254.13.120 - - [23/Mar/2023:00:41:03 +0000] "GET http://34.212.47.6:80/phpmanager/scripts/setup.php HTTP/1.0" 404 167 "-" "-"
::ffff:68.51.11.203 - - [23/Mar/2023:00:41:03 +0000] "GET /docs/Bushido-code.pdf HTTP/1.1" 200 691794 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36"
::ffff:178.254.13.120 - - [23/Mar/2023:00:41:05 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.5.5/scripts/setup.php HTTP/1.0" 404 173 "-" "-"
::ffff:67.188.16.184 - - [23/Mar/2023:00:47:15 +0000] "GET /images/tiger.bmp HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15"
::ffff:45.93.16.16 - - [23/Mar/2023:00:51:18 +0000] "GET / HTTP/1.1" 200 57378 "-" "-"
::ffff:185.254.196.173 - - [23/Mar/2023:00:53:03 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:185.254.196.173 - - [23/Mar/2023:00:53:04 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:54.36.112.44 - - [23/Mar/2023:00:53:33 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:54.36.112.44 - - [23/Mar/2023:00:53:34 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:43.155.118.219 - - [23/Mar/2023:00:54:03 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 160 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
::ffff:198.235.24.6 - - [23/Mar/2023:00:54:07 +0000] "GET / HTTP/1.0" 200 57378 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
::ffff:66.249.72.18 - - [23/Mar/2023:00:55:58 +0000] "GET /resources HTTP/1.1" 200 194907 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.5563.64 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
::ffff:67.188.16.184 - - [23/Mar/2023:01:10:13 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15"
::ffff:109.237.98.226 - - [23/Mar/2023:01:20:43 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:42.83.147.56 - - [23/Mar/2023:01:20:54 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)Chrome/74.0.3729.169 Safari/537.36"
::ffff:67.188.16.184 - - [23/Mar/2023:01:33:14 +0000] "GET /images/tiger.bmp HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15"
::ffff:104.248.143.84 - - [23/Mar/2023:01:46:46 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:79.0) Gecko/20100101 Firefox/79.0"
::ffff:114.119.132.218 - - [23/Mar/2023:01:51:43 +0000] "GET /contact?s=1&ss=0 HTTP/1.1" 200 9997 "http://www.wadokikai.org/schools" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
::ffff:114.119.148.105 - - [23/Mar/2023:01:56:14 +0000] "GET /images/acohen.jpg HTTP/1.1" 404 156 "http://wadokikai.org/instructors.html" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
::ffff:66.249.64.244 - - [23/Mar/2023:01:58:17 +0000] "GET /instructors HTTP/1.1" 404 150 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
::ffff:207.46.13.231 - - [23/Mar/2023:02:01:00 +0000] "GET /robots.txt HTTP/1.1" 404 149 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36"
::ffff:40.77.167.190 - - [23/Mar/2023:02:01:12 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36"
::ffff:54.36.148.85 - - [23/Mar/2023:02:03:13 +0000] "GET /robots.txt HTTP/1.1" 404 149 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.12 - - [23/Mar/2023:02:03:17 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:43.155.118.219 - - [23/Mar/2023:02:14:28 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 160 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
::ffff:67.188.16.184 - - [23/Mar/2023:02:19:14 +0000] "GET /images/tiger.bmp HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15"
::ffff:73.158.237.16 - - [23/Mar/2023:02:20:33 +0000] "GET / HTTP/1.1" 200 57378 "-" "Mozilla/5.0 (Linux; Android 10; LM-V600) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36"
::ffff:73.158.237.16 - - [23/Mar/2023:02:20:33 +0000] "GET /css/wadokikai.css HTTP/1.1" 200 4337 "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; LM-V600) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36"
::ffff:73.158.237.16 - - [23/Mar/2023:02:20:34 +0000] "GET /js/common.js HTTP/1.1" 200 2255 "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; LM-V600) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36"
::ffff:73.158.237.16 - - [23/Mar/2023:02:20:34 +0000] "GET /images/wkkpatch22_med.png HTTP/1.1" 200 32301 "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; LM-V600) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36"
::ffff:73.158.237.16 - - [23/Mar/2023:02:20:34 +0000] "GET /images/schools/alamedakaratedomap.jpg HTTP/1.1" 200 38311 "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; LM-V600) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36"
::ffff:73.158.237.16 - - [23/Mar/2023:02:20:34 +0000] "GET /images/schools/dcakaratedomap.jpg HTTP/1.1" 200 35262 "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; LM-V600) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36"
::ffff:73.158.237.16 - - [23/Mar/2023:02:20:34 +0000] "GET /images/schools/orindakaratedomap.jpg HTTP/1.1" 200 34167 "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; LM-V600) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36"
::ffff:73.158.237.16 - - [23/Mar/2023:02:20:34 +0000] "GET /images/schools/harborbaykaratedomap.jpg HTTP/1.1" 200 37245 "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; LM-V600) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36"
::ffff:73.158.237.16 - - [23/Mar/2023:02:20:34 +0000] "GET /images/schools/nunleykaratedomap.jpg HTTP/1.1" 200 42667 "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; LM-V600) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36"
::ffff:73.158.237.16 - - [23/Mar/2023:02:20:34 +0000] "GET /images/schools/corpuzkaratedomap.jpg HTTP/1.1" 200 36421 "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; LM-V600) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36"
::ffff:73.158.237.16 - - [23/Mar/2023:02:20:34 +0000] "GET /images/schools/marinkaratedomap.jpg HTTP/1.1" 200 32400 "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; LM-V600) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36"
::ffff:73.158.237.16 - - [23/Mar/2023:02:20:34 +0000] "GET /images/schools/earhartkaratedomap.jpg HTTP/1.1" 200 41366 "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; LM-V600) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36"
::ffff:73.158.237.16 - - [23/Mar/2023:02:20:34 +0000] "GET /images/schools/martinezkaratedomap.jpg HTTP/1.1" 200 37724 "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; LM-V600) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36"
::ffff:73.158.237.16 - - [23/Mar/2023:02:20:34 +0000] "GET /images/schools/manzanitakaratedomap.jpg HTTP/1.1" 200 55402 "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; LM-V600) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36"
::ffff:73.158.237.16 - - [23/Mar/2023:02:20:34 +0000] "GET /images/dragon-trans.png HTTP/1.1" 200 85661 "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; LM-V600) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36"
::ffff:73.158.237.16 - - [23/Mar/2023:02:20:34 +0000] "GET /images/favicon.ico HTTP/1.1" 200 3638 "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; LM-V600) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36"
::ffff:73.158.237.16 - - [23/Mar/2023:02:20:37 +0000] "GET /images/tiger.bmp HTTP/1.1" 200 311274 "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; LM-V600) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36"
::ffff:73.158.237.16 - - [23/Mar/2023:02:20:41 +0000] "GET /images/wadokikai%20kanji.jpg HTTP/1.1" 200 35066 "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; LM-V600) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36"
::ffff:73.158.237.16 - - [23/Mar/2023:02:21:12 +0000] "GET / HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; LM-V600) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36"
::ffff:73.158.237.16 - - [23/Mar/2023:02:21:12 +0000] "GET /css/wadokikai.css HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; LM-V600) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36"
::ffff:73.158.237.16 - - [23/Mar/2023:02:21:12 +0000] "GET /images/wkkpatch22_med.png HTTP/1.1" 304 - "http://wadokikai.org/" "Mozilla/5.0 (Linux; Android 10; LM-V600) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36"
