::ffff:185.196.220.70 - - [01/Sep/2022:00:01:07 +0000] "GET / HTTP/1.1" 200 57721 "-" "Linux Gnu (cow)"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:16 +0000] "GET /images/wkkpatch22_med.png HTTP/1.1" 200 32301 "http://wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:16 +0000] "GET /js/common.js HTTP/1.1" 200 2255 "http://wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:16 +0000] "GET /images/marin5thDan.jpeg HTTP/1.1" 200 105451 "http://wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:16 +0000] "GET /images/favicon.ico HTTP/1.1" 304 - "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:16 +0000] "GET /images/dragon-trans.png HTTP/1.1" 200 85661 "http://wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:16 +0000] "GET /images/tournaments/NKD8202022.jpg HTTP/1.1" 200 493189 "http://wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:16 +0000] "GET /images/schools/alamedakaratedomap.jpg HTTP/1.1" 200 38311 "http://wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:16 +0000] "GET /images/schools/orindakaratedomap.jpg HTTP/1.1" 200 34167 "http://wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:17 +0000] "GET /images/schools/dcakaratedomap.jpg HTTP/1.1" 200 35262 "http://wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:17 +0000] "GET /images/schools/nunleykaratedomap.jpg HTTP/1.1" 200 42667 "http://wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:17 +0000] "GET /images/schools/harborbaykaratedomap.jpg HTTP/1.1" 200 37245 "http://wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:17 +0000] "GET /images/schools/corpuzkaratedomap.jpg HTTP/1.1" 200 36421 "http://wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:17 +0000] "GET /images/schools/earhartkaratedomap.jpg HTTP/1.1" 200 41366 "http://wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:17 +0000] "GET /images/schools/marinkaratedomap.jpg HTTP/1.1" 200 32400 "http://wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:17 +0000] "GET /images/schools/martinezkaratedomap.jpg HTTP/1.1" 200 37724 "http://wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:17 +0000] "GET /images/schools/manzanitakaratedomap.jpg HTTP/1.1" 200 55402 "http://wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:20 +0000] "GET /css/wadokikai.css HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:20 +0000] "GET /images/wkkpatch22_med.png HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:20 +0000] "GET /images/JohnArce.jpg HTTP/1.1" 200 13951 "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:20 +0000] "GET /resources HTTP/1.1" 200 194906 "http://wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:20 +0000] "GET /images/tm.jpg HTTP/1.1" 200 25020 "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:20 +0000] "GET /js/common.js HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:20 +0000] "GET /images/favicon.ico HTTP/1.1" 304 - "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:20 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:20 +0000] "GET /images/books/MBS2.jpg HTTP/1.1" 200 15317 "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:20 +0000] "GET /images/books/MBS.gif HTTP/1.1" 200 13195 "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:20 +0000] "GET /images/books/karatebook.jpg HTTP/1.1" 200 7644 "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:20 +0000] "GET /images/books/ZenMeditation.jpg HTTP/1.1" 200 3760 "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:20 +0000] "GET /images/books/KarateDoZen.jpg HTTP/1.1" 200 2677 "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:20 +0000] "GET /images/books/dummies.jpg HTTP/1.1" 200 3631 "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:20 +0000] "GET /images/books/bookoffiverings.jpg HTTP/1.1" 200 2940 "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:20 +0000] "GET /images/books/shotokanSecrets.jpg HTTP/1.1" 200 4046 "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:20 +0000] "GET /images/books/dojoWisdom.jpg HTTP/1.1" 200 2813 "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:20 +0000] "GET /images/books/movingzen.jpg HTTP/1.1" 200 3578 "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:20 +0000] "GET /images/books/saibook.jpg HTTP/1.1" 200 3043 "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:20 +0000] "GET /images/books/emptyHand.jpg HTTP/1.1" 200 12021 "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:20 +0000] "GET /images/books/guide20.jpg HTTP/1.1" 200 1934 "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:20 +0000] "GET /images/books/karatedo.jpg HTTP/1.1" 200 3442 "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:20 +0000] "GET /images/books/bobook.gif HTTP/1.1" 200 6919 "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:20 +0000] "GET /images/books/grappingmethod.jpg HTTP/1.1" 200 4025 "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:20 +0000] "GET /images/books/artofwar.jpg HTTP/1.1" 200 22573 "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:20 +0000] "GET /images/books/karatedojo.jpg HTTP/1.1" 200 3457 "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:21 +0000] "GET /images/tm.jpg HTTP/1.1" 200 25020 "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:21 +0000] "GET /images/JohnArce.jpg HTTP/1.1" 200 13951 "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:24 +0000] "GET /images/tiger.bmp HTTP/1.1" 200 311274 "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:27 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:34 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:41 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:48 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:157.55.39.86 - - [01/Sep/2022:00:47:53 +0000] "GET /docs/Twenty%20guiding%20principles%20of%20Karate.pdf HTTP/1.1" 200 49483 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
::ffff:174.194.205.81 - - [01/Sep/2022:00:47:55 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:48:02 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:48:09 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:48:16 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:48:23 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:3.239.23.222 - - [01/Sep/2022:00:48:28 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:3.239.23.222 - - [01/Sep/2022:00:48:28 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:3.239.23.222 - - [01/Sep/2022:00:48:28 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:3.239.23.222 - - [01/Sep/2022:00:48:29 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:174.194.205.81 - - [01/Sep/2022:00:48:30 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:48:37 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:48:44 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:48:51 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:48:58 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:49:05 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:49:12 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
::ffff:174.194.205.81 - - [01/Sep/2022:00:49:19 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "http://wadokikai.org/resources" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/104.0.1293.58 Version/15.0 Mobile/15E148 Safari/604.1"
