::ffff:51.222.253.18 - - [27/Apr/2023:00:08:16 +0000] "GET /robots.txt HTTP/1.1" 404 149 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.15 - - [27/Apr/2023:00:08:25 +0000] "GET /images/schools/dcakaratedomap.jpg HTTP/1.1" 200 35262 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.10 - - [27/Apr/2023:00:08:26 +0000] "GET /images/schools/nunleykaratedomap.jpg HTTP/1.1" 200 42667 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:51.222.253.15 - - [27/Apr/2023:00:08:27 +0000] "GET /images/schools/alamedakaratedomap.jpg HTTP/1.1" 200 38311 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:66.249.66.12 - - [27/Apr/2023:00:18:12 +0000] "GET /robots.txt HTTP/1.1" 404 149 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
::ffff:66.249.66.13 - - [27/Apr/2023:00:18:12 +0000] "GET /overview HTTP/1.1" 404 147 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.5615.142 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
::ffff:43.155.118.219 - - [27/Apr/2023:00:34:16 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 160 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
::ffff:157.55.39.213 - - [27/Apr/2023:00:34:49 +0000] "GET /images/instructors/amastroianni.jpg HTTP/1.1" 200 78389 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36"
::ffff:157.55.39.213 - - [27/Apr/2023:00:44:01 +0000] "GET / HTTP/1.1" 200 58146 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36"
::ffff:185.224.128.219 - - [27/Apr/2023:00:46:04 +0000] "GET /_asterisk/ HTTP/1.1" 404 149 "-" "python-requests/2.22.0"
::ffff:135.125.246.189 - - [27/Apr/2023:00:49:36 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:135.125.246.189 - - [27/Apr/2023:00:49:37 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:45.79.171.66 - - [27/Apr/2023:00:51:11 +0000] "GET /service.php?token=1819&action=11 HTTP/1.0" 404 150 "-" "-"
::ffff:191.7.216.97 - - [27/Apr/2023:01:20:17 +0000] "GET / HTTP/1.1" 200 58146 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36"
::ffff:135.125.218.67 - - [27/Apr/2023:01:22:41 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:135.125.218.67 - - [27/Apr/2023:01:22:42 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:30 +0000] "GET / HTTP/1.1" 200 58146 "-" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:30 +0000] "GET /css/wadokikai.css HTTP/1.1" 200 4337 "https://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:31 +0000] "GET /js/common.js HTTP/1.1" 200 2255 "https://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:31 +0000] "GET /images/wkkpatch22_med.png HTTP/1.1" 200 32301 "https://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:31 +0000] "GET /images/schools/alamedakaratedomap.jpg HTTP/1.1" 200 38311 "https://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:31 +0000] "GET /images/schools/orindakaratedomap.jpg HTTP/1.1" 200 34167 "https://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:31 +0000] "GET /images/schools/dcakaratedomap.jpg HTTP/1.1" 200 35262 "https://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:31 +0000] "GET /images/schools/harborbaykaratedomap.jpg HTTP/1.1" 200 37245 "https://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:31 +0000] "GET /images/schools/corpuzkaratedomap.jpg HTTP/1.1" 200 36421 "https://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:31 +0000] "GET /images/schools/nunleykaratedomap.jpg HTTP/1.1" 200 42667 "https://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:31 +0000] "GET /images/schools/marinkaratedomap.jpg HTTP/1.1" 200 32400 "https://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:31 +0000] "GET /images/schools/earhartkaratedomap.jpg HTTP/1.1" 200 41366 "https://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:31 +0000] "GET /images/schools/martinezkaratedomap.jpg HTTP/1.1" 200 37724 "https://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:31 +0000] "GET /images/schools/manzanitakaratedomap.jpg HTTP/1.1" 200 55402 "https://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:31 +0000] "GET /images/dragon-trans.png HTTP/1.1" 200 85661 "https://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:31 +0000] "GET /images/favicon.ico HTTP/1.1" 200 3638 "https://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:35 +0000] "GET /images/tiger.bmp HTTP/1.1" 200 311274 "https://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:35 +0000] "GET /resources HTTP/1.1" 200 194907 "https://wadokikai.org/" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:35 +0000] "GET /css/wadokikai.css HTTP/1.1" 304 - "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:35 +0000] "GET /images/wkkpatch22_med.png HTTP/1.1" 304 - "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:35 +0000] "GET /images/books/MBS.gif HTTP/1.1" 200 13195 "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:35 +0000] "GET /images/books/MBS2.jpg HTTP/1.1" 200 15317 "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:35 +0000] "GET /images/JohnArce.jpg HTTP/1.1" 200 13951 "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:35 +0000] "GET /images/tm.jpg HTTP/1.1" 200 25020 "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:35 +0000] "GET /images/books/karatebook.jpg HTTP/1.1" 200 7644 "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:35 +0000] "GET /images/books/ZenMeditation.jpg HTTP/1.1" 200 3760 "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:35 +0000] "GET /images/books/KarateDoZen.jpg HTTP/1.1" 200 2677 "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:35 +0000] "GET /images/books/bookoffiverings.jpg HTTP/1.1" 200 2940 "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:35 +0000] "GET /images/books/shotokanSecrets.jpg HTTP/1.1" 200 4046 "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:35 +0000] "GET /images/books/dojoWisdom.jpg HTTP/1.1" 200 2813 "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:35 +0000] "GET /images/books/dummies.jpg HTTP/1.1" 200 3631 "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:35 +0000] "GET /images/books/saibook.jpg HTTP/1.1" 200 3043 "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:35 +0000] "GET /images/books/bobook.gif HTTP/1.1" 200 6919 "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:35 +0000] "GET /images/books/guide20.jpg HTTP/1.1" 200 1934 "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:35 +0000] "GET /images/books/karatedo.jpg HTTP/1.1" 200 3442 "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:35 +0000] "GET /images/books/emptyHand.jpg HTTP/1.1" 200 12021 "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:35 +0000] "GET /images/books/movingzen.jpg HTTP/1.1" 200 3578 "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:35 +0000] "GET /images/books/karatedojo.jpg HTTP/1.1" 200 3457 "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:35 +0000] "GET /images/books/grappingmethod.jpg HTTP/1.1" 200 4025 "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:35 +0000] "GET /images/books/artofwar.jpg HTTP/1.1" 200 22573 "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:36 +0000] "GET /js/common.js HTTP/1.1" 304 - "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:36 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:28:39 +0000] "GET /images/tiger.bmp HTTP/1.1" 304 - "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:29:11 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:29:25 +0000] "GET /images/dragon-trans.png HTTP/1.1" 304 - "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:98.51.143.96 - - [27/Apr/2023:01:29:35 +0000] "GET /images/tiger.bmp HTTP/1.1" 304 - "https://wadokikai.org/resources" "Mozilla/5.0 (Linux; Android 13; KB2005) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"
::ffff:37.19.223.110 - - [27/Apr/2023:01:29:59 +0000] "GET / HTTP/1.0" 200 58146 "http://wadokikai.org/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36 OPR/54.0.2952.54"
::ffff:184.105.247.196 - - [27/Apr/2023:01:29:59 +0000] "GET / HTTP/1.1" 200 58146 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36"
::ffff:37.19.223.110 - - [27/Apr/2023:01:30:00 +0000] "POST /sendemail HTTP/1.0" 302 40 "http://wadokikai.org/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36 OPR/54.0.2952.54"
::ffff:37.19.223.110 - - [27/Apr/2023:01:30:00 +0000] "GET /?err=error HTTP/1.0" 200 58698 "http://wadokikai.org/?err=error#signup" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36 OPR/54.0.2952.54"
::ffff:184.105.247.196 - - [27/Apr/2023:01:38:12 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
::ffff:184.105.247.196 - - [27/Apr/2023:01:40:22 +0000] "GET / HTTP/1.1" 200 58146 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36"
::ffff:184.105.247.196 - - [27/Apr/2023:01:42:18 +0000] "GET /api/v2/static/not.found HTTP/1.1" 404 162 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36"
::ffff:184.105.247.196 - - [27/Apr/2023:01:43:37 +0000] "GET /geoserver/web/ HTTP/1.1" 404 153 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/109.0"
::ffff:198.235.24.220 - - [27/Apr/2023:01:44:39 +0000] "GET / HTTP/1.0" 200 58146 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
::ffff:45.79.171.66 - - [27/Apr/2023:01:52:29 +0000] "GET /service.php?token=1819&action=11 HTTP/1.0" 404 150 "-" "-"
::ffff:43.155.118.219 - - [27/Apr/2023:01:52:53 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 160 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
::ffff:34.79.224.159 - - [27/Apr/2023:01:55:57 +0000] "GET / HTTP/1.1" 200 58146 "-" "python-requests/2.28.2"
::ffff:167.99.141.170 - - [27/Apr/2023:01:58:50 +0000] "GET / HTTP/1.1" 200 58146 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:79.0) Gecko/20100101 Firefox/79.0"
::ffff:54.37.204.35 - - [27/Apr/2023:02:01:19 +0000] "GET / HTTP/1.1" 200 58146 "-" "2ip bot/1.1 (+http://2ip.io)"
::ffff:54.37.204.35 - - [27/Apr/2023:02:01:22 +0000] "GET / HTTP/1.1" 200 58146 "-" "2ip bot/1.1 (+http://2ip.io)"
::ffff:54.37.204.35 - - [27/Apr/2023:02:01:25 +0000] "GET / HTTP/1.1" 200 58146 "-" "2ip bot/1.1 (+http://2ip.io)"
::ffff:193.32.162.159 - - [27/Apr/2023:02:05:19 +0000] "GET / HTTP/1.1" 200 58146 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
::ffff:193.32.162.159 - - [27/Apr/2023:02:05:24 +0000] "GET /dispatch.asp HTTP/1.1" 404 151 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
::ffff:167.99.130.208 - admin [27/Apr/2023:02:13:49 +0000] "POST /mgmt/tm/util/bash HTTP/1.1" 404 157 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36"
::ffff:167.99.130.208 - - [27/Apr/2023:02:13:50 +0000] "GET / HTTP/1.1" 200 58146 "-" "curl/7.58.0"
::ffff:135.125.246.189 - - [27/Apr/2023:02:27:09 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:135.125.246.189 - - [27/Apr/2023:02:27:09 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:107.170.240.28 - - [27/Apr/2023:02:35:22 +0000] "GET /ReportServer HTTP/1.1" 404 151 "-" "Mozilla/5.0 zgrab/0.x"
::ffff:118.123.105.86 - - [27/Apr/2023:02:35:30 +0000] "GET / HTTP/1.0" 200 58146 "-" "-"
