::ffff:83.97.73.89 - - [07/Jun/2023:00:11:27 +0000] "POST /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 190 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
::ffff:172.58.103.123 - - [07/Jun/2023:00:59:27 +0000] "GET /images/schools/harborbaykaratedomap.jpg HTTP/1.1" 200 37245 "https://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/266.0.533926599 Mobile/15E148 Safari/604.1"
::ffff:172.58.103.123 - - [07/Jun/2023:00:59:27 +0000] "GET /images/schools/corpuzkaratedomap.jpg HTTP/1.1" 200 36421 "https://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/266.0.533926599 Mobile/15E148 Safari/604.1"
::ffff:172.58.103.123 - - [07/Jun/2023:00:59:28 +0000] "GET /images/schools/marinkaratedomap.jpg HTTP/1.1" 200 32400 "https://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/266.0.533926599 Mobile/15E148 Safari/604.1"
::ffff:172.58.103.123 - - [07/Jun/2023:00:59:28 +0000] "GET /images/schools/nunleykaratedomap.jpg HTTP/1.1" 200 42667 "https://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/266.0.533926599 Mobile/15E148 Safari/604.1"
::ffff:172.58.103.123 - - [07/Jun/2023:00:59:29 +0000] "GET /images/schools/earhartkaratedomap.jpg HTTP/1.1" 200 41366 "https://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/266.0.533926599 Mobile/15E148 Safari/604.1"
::ffff:172.58.103.123 - - [07/Jun/2023:00:59:29 +0000] "GET /images/schools/martinezkaratedomap.jpg HTTP/1.1" 200 37724 "https://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/266.0.533926599 Mobile/15E148 Safari/604.1"
::ffff:172.58.103.123 - - [07/Jun/2023:00:59:30 +0000] "GET /images/dragon-trans.png HTTP/1.1" 200 85661 "https://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/266.0.533926599 Mobile/15E148 Safari/604.1"
::ffff:172.58.103.123 - - [07/Jun/2023:00:59:30 +0000] "GET /images/schools/manzanitakaratedomap.jpg HTTP/1.1" 200 55402 "https://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/266.0.533926599 Mobile/15E148 Safari/604.1"
::ffff:172.58.103.123 - - [07/Jun/2023:00:59:33 +0000] "GET /images/tiger.bmp HTTP/1.1" 200 311274 "https://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/266.0.533926599 Mobile/15E148 Safari/604.1"
::ffff:172.58.103.123 - - [07/Jun/2023:00:59:36 +0000] "GET /images/wadokikai%20kanji.jpg HTTP/1.1" 200 35066 "https://www.wadokikai.org/" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/266.0.533926599 Mobile/15E148 Safari/604.1"
::ffff:45.79.171.66 - - [07/Jun/2023:00:59:43 +0000] "GET /service.php?token=1819&action=11 HTTP/1.0" 404 150 "-" "-"
::ffff:135.125.246.189 - - [07/Jun/2023:01:06:47 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:135.125.246.189 - - [07/Jun/2023:01:06:48 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:35.216.229.26 - - [07/Jun/2023:01:09:08 +0000] "GET / HTTP/1.1" - - "-" "-"
::ffff:35.216.229.26 - - [07/Jun/2023:01:09:08 +0000] "GET / HTTP/1.1" 200 57394 "-" "l9tcpid/v1.1.0"
::ffff:35.216.229.26 - - [07/Jun/2023:01:09:09 +0000] "GET /.git/config HTTP/1.1" 404 150 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:103.0) Gecko/20100101 Firefox/103.0 abuse.xmco.fr"
::ffff:35.216.229.26 - - [07/Jun/2023:01:09:09 +0000] "GET /server-status HTTP/1.1" 404 152 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:103.0) Gecko/20100101 Firefox/103.0 abuse.xmco.fr"
::ffff:35.216.229.26 - - [07/Jun/2023:01:09:10 +0000] "GET /config.json HTTP/1.1" 404 150 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:103.0) Gecko/20100101 Firefox/103.0 abuse.xmco.fr"
::ffff:35.216.229.26 - - [07/Jun/2023:01:09:10 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:103.0) Gecko/20100101 Firefox/103.0 abuse.xmco.fr"
::ffff:35.216.229.26 - - [07/Jun/2023:01:09:10 +0000] "GET /telescope/requests HTTP/1.1" 404 157 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:103.0) Gecko/20100101 Firefox/103.0 abuse.xmco.fr"
::ffff:35.216.229.26 - - [07/Jun/2023:01:09:11 +0000] "GET /info.php HTTP/1.1" 404 147 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:103.0) Gecko/20100101 Firefox/103.0 abuse.xmco.fr"
::ffff:108.77.140.113 - - [07/Jun/2023:01:14:47 +0000] "GET / HTTP/1.1" 200 57394 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36"
::ffff:139.59.37.187 - - [07/Jun/2023:01:25:15 +0000] "GET /aaa9 HTTP/1.1" 404 143 "-" "Mozilla/5.0 zgrab/0.x"
::ffff:139.59.37.187 - - [07/Jun/2023:01:25:26 +0000] "GET /aab8 HTTP/1.1" 404 143 "-" "Mozilla/5.0 zgrab/0.x"
::ffff:139.59.37.187 - - [07/Jun/2023:01:25:38 +0000] "GET / HTTP/1.1" 200 57394 "-" "Mozilla/5.0 zgrab/0.x"
::ffff:45.79.171.66 - - [07/Jun/2023:01:26:12 +0000] "GET /service.php?token=1819&action=11 HTTP/1.0" 404 150 "-" "-"
::ffff:45.79.171.66 - - [07/Jun/2023:01:32:08 +0000] "GET /service.php?token=1819&action=11 HTTP/1.0" 404 150 "-" "-"
::ffff:45.79.171.66 - - [07/Jun/2023:01:32:10 +0000] "GET /service.php?token=1819&action=11 HTTP/1.0" 404 150 "-" "-"
::ffff:38.15.160.209 - - [07/Jun/2023:01:39:11 +0000] "GET /contact?s=1&ss=7 HTTP/1.1" 200 9997 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
::ffff:38.15.160.209 - - [07/Jun/2023:01:39:16 +0000] "POST /sendemail HTTP/1.1" 302 96 "http://www.wadokikai.org/contact?s=1&ss=7" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
::ffff:38.15.160.209 - - [07/Jun/2023:01:39:17 +0000] "GET /contact/?msg=sent&s=1 HTTP/1.1" 200 10400 "http://www.wadokikai.org/sendemail" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36"
::ffff:167.99.190.225 - - [07/Jun/2023:01:40:14 +0000] "GET /download/po HTTP/1.1" 404 150 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36"
::ffff:167.99.190.225 - - [07/Jun/2023:01:40:14 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:44 +0000] "GET http://34.212.47.6:80/phpMyAdmin/scripts/setup.php HTTP/1.0" 404 167 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:45 +0000] "GET http://34.212.47.6:80/phpmyadmin/scripts/setup.php HTTP/1.0" 404 167 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:45 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.11.4/scripts/setup.php HTTP/1.0" 404 174 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:45 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.11.3/scripts/setup.php HTTP/1.0" 404 174 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:46 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.10.0.2/scripts/setup.php HTTP/1.0" 404 176 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:46 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.10.3/scripts/setup.php HTTP/1.0" 404 174 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:46 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.8.0.2/scripts/setup.php HTTP/1.0" 404 175 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:47 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.10.2/scripts/setup.php HTTP/1.0" 404 174 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:47 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.11.9.2/scripts/setup.php HTTP/1.0" 404 176 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:47 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.11.0/scripts/setup.php HTTP/1.0" 404 174 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:48 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.11.7/scripts/setup.php HTTP/1.0" 404 174 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:48 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.11.1.2/scripts/setup.php HTTP/1.0" 404 176 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:49 +0000] "GET http://34.212.47.6:80/pma/scripts/setup.php HTTP/1.0" 404 160 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:49 +0000] "GET http://34.212.47.6:80/phpMyAdmin3/scripts/setup.php HTTP/1.0" 404 168 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:49 +0000] "GET http://34.212.47.6:80/myadmin/scripts/setup.php HTTP/1.0" 404 164 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:50 +0000] "GET http://34.212.47.6:80/MyAdmin/scripts/setup.php HTTP/1.0" 404 164 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:50 +0000] "GET http://34.212.47.6:80/PHPMYADMIN/scripts/setup.php HTTP/1.0" 404 167 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:50 +0000] "GET http://34.212.47.6:80/mysqladmin/scripts/setup.php HTTP/1.0" 404 167 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:51 +0000] "GET http://34.212.47.6:80/SQL/scripts/setup.php HTTP/1.0" 404 160 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:51 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.5.5-pl1/scripts/setup.php HTTP/1.0" 404 177 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:51 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.5.5/scripts/setup.php HTTP/1.0" 404 173 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:52 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.5.4/scripts/setup.php HTTP/1.0" 404 173 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:52 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2.5.7-pl1/scripts/setup.php HTTP/1.0" 404 177 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:53 +0000] "GET http://34.212.47.6:80/admin/pma/scripts/setup.php HTTP/1.0" 404 166 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:53 +0000] "GET http://34.212.47.6:80/phpMyAdmin-2/scripts/setup.php HTTP/1.0" 404 169 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:53 +0000] "GET http://34.212.47.6:80/web/phpMyAdmin/scripts/setup.php HTTP/1.0" 404 171 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:54 +0000] "GET http://34.212.47.6:80/webadmin/scripts/setup.php HTTP/1.0" 404 165 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:54 +0000] "GET http://34.212.47.6:80/admin/scripts/setup.php HTTP/1.0" 404 162 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:55 +0000] "GET http://34.212.47.6:80/dbadmin/scripts/setup.php HTTP/1.0" 404 164 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:55 +0000] "GET http://34.212.47.6:80/mysql/scripts/setup.php HTTP/1.0" 404 162 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:55 +0000] "GET http://34.212.47.6:80/phpMyAdmin2/scripts/setup.php HTTP/1.0" 404 168 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:56 +0000] "GET http://34.212.47.6:80/phpma/scripts/setup.php HTTP/1.0" 404 162 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:56 +0000] "GET http://34.212.47.6:80/sqlweb/scripts/setup.php HTTP/1.0" 404 163 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:56 +0000] "GET http://34.212.47.6:80/webdb/scripts/setup.php HTTP/1.0" 404 162 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:57 +0000] "GET http://34.212.47.6:80/websql/scripts/setup.php HTTP/1.0" 404 163 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:57 +0000] "GET http://34.212.47.6:80/_phpMyAdmin/scripts/setup.php HTTP/1.0" 404 168 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:57 +0000] "GET http://34.212.47.6:80/php/scripts/setup.php HTTP/1.0" 404 160 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:58 +0000] "GET http://34.212.47.6:80/admin/phpmyadmin/scripts/setup.txt HTTP/1.0" 404 173 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:58 +0000] "GET http://34.212.47.6:80/db/scripts/setup.php HTTP/1.0" 404 159 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:59 +0000] "GET http://34.212.47.6:80/sqlmanager/scripts/setup.php HTTP/1.0" 404 167 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:59 +0000] "GET http://34.212.47.6:80/mysqlmanager/scripts/setup.php HTTP/1.0" 404 169 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:49:59 +0000] "GET http://34.212.47.6:80/phpmanager/scripts/setup.php HTTP/1.0" 404 167 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:50:00 +0000] "GET http://34.212.47.6:80/php-myadmin/scripts/setup.php HTTP/1.0" 404 168 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:50:00 +0000] "GET http://34.212.47.6:80/phpmy-admin/scripts/setup.php HTTP/1.0" 404 168 "-" "-"
::ffff:161.97.74.222 - - [07/Jun/2023:01:50:00 +0000] "GET http://34.212.47.6:80/mysql-admin/scripts/setup.php HTTP/1.0" 404 168 "-" "-"
::ffff:2.187.179.31 - - [07/Jun/2023:01:55:29 +0000] "GET / HTTP/1.1" 200 57394 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36"
::ffff:45.83.64.249 - - [07/Jun/2023:01:58:30 +0000] "GET / HTTP/1.1" 200 57394 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0"
::ffff:45.83.67.133 - - [07/Jun/2023:01:58:31 +0000] "GET /images/favicon.ico HTTP/1.1" 200 3638 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0"
::ffff:80.94.92.68 - - [07/Jun/2023:02:00:51 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:80.94.92.68 - - [07/Jun/2023:02:00:51 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:43.155.118.219 - - [07/Jun/2023:02:03:02 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 160 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
::ffff:51.83.238.159 - - [07/Jun/2023:02:07:38 +0000] "GET / HTTP/1.1" 200 57394 "-" "cpp-httplib/0.10.9"
::ffff:46.48.13.161 - - [07/Jun/2023:02:11:12 +0000] "GET / HTTP/1.1" 200 57394 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0"
::ffff:88.83.200.166 - - [07/Jun/2023:02:14:04 +0000] "GET /docs/Bushido-code.pdf HTTP/1.1" 200 691794 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 YaBrowser/23.3.4.603 Yowser/2.5 Safari/537.36"
::ffff:135.125.246.189 - - [07/Jun/2023:02:14:23 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:135.125.246.189 - - [07/Jun/2023:02:14:23 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
